date,close,open,high,low,volume,NASDAQ,NYSE,SP500,FTSE100,NIKKEI225,BSE,RUSSELL2000,HENG SENG,SSE,Oil,gold,VIX,Dollar,AMAZON,Google,microsoft,Sentiment
2017-05-04,150.85,150.17,151.52,148.72,36230000.0,6075.3,11534.7,2389.52,7248.1,,30126.21,1388.85,24683.88,3127.37,45.52,78.26,10.46,98.8,937.53,954.72,68.81,-0.4448772668838501
2017-05-05,150.24,151.45,151.63,149.79,17150000.0,6100.8,11615.6,2399.29,7297.43,,29858.8,1396.99,24476.35,3103.04,46.22,80.28,10.57,98.65,934.15,950.28,69.0,-0.3618424981832504
2017-05-08,151.06,150.71,151.08,149.74,15830000.0,6102.7,11595.3,2399.38,7300.86,19895.7,29926.15,1391.64,24577.91,3078.61,46.43,80.56,9.77,99.06,949.04,958.69,68.94,-0.7252501249313354
2017-05-09,150.48,151.49,152.59,150.21,17450000.0,6120.6,11567.5,2396.92,7342.21,19843.0,29933.25,1391.86,24889.03,3080.53,45.88,80.2,9.96,99.66,952.82,956.71,69.04,
2017-05-10,150.29,150.23,150.52,148.86,12080000.0,6129.1,11599.0,2399.63,7385.24,19900.09,30248.17,1399.59,25015.42,3052.78,47.33,81.51,10.21,99.67,948.95,954.84,69.31,
2017-05-11,150.04,150.31,150.65,149.41,11840000.0,6116.0,11563.6,2394.44,7386.63,19961.55,30250.98,1390.2,25125.55,3061.5,47.83,83.84,10.6,99.62,947.62,955.89,68.46,
2017-05-12,150.33,150.4,150.46,149.63,9600000.0,6121.2,11547.0,2390.9,7435.39,19883.9,30188.15,1382.77,25156.34,3083.51,47.84,84.97,10.4,99.25,961.35,955.14,68.38,
2017-05-15,150.19,150.17,151.48,149.77,15060000.0,6149.7,11614.2,2402.32,7454.37,19869.85,30322.12,1393.92,25371.59,3090.23,48.85,85.16,10.42,98.91,957.97,959.22,68.43,0.010614956418673195
2017-05-16,149.78,150.11,150.21,149.03,14550000.0,6169.9,11606.5,2400.67,7522.03,19919.82,30582.6,1394.68,25335.94,3112.96,48.66,85.78,10.65,98.11,966.07,964.61,69.41,-0.4271431379020214
2017-05-17,144.85,148.0,148.67,144.42,28300000.0,6011.2,11423.5,2357.03,7503.47,19814.88,30658.77,1355.89,25293.63,3104.44,49.07,86.54,15.59,97.58,944.76,942.17,67.48,-0.937588095664978
2017-05-18,147.66,144.72,148.15,144.51,23030000.0,6055.1,11434.1,2365.72,7436.42,19553.86,30434.79,1361.08,25136.52,3090.14,49.35,84.25,14.66,97.88,958.49,950.5,67.71,-0.0926763357128948
2017-05-19,148.06,148.44,149.39,147.96,16190000.000000002,6083.7,11542.7,2381.73,7470.71,19590.76,30464.92,1367.33,25174.87,3090.63,50.33,85.16,12.04,97.14,959.84,954.65,67.69,-0.7200509905815125
2017-05-22,148.24,148.08,148.59,147.69,12590000.0,6133.6,11585.2,2394.02,7496.34,19678.28,30570.97,1377.14,25391.34,3075.68,50.73,86.16,10.93,96.98,970.67,964.07,68.45,-0.7949635982513428
2017-05-23,148.07,148.52,148.81,147.25,12820000.0,6138.7,11604.6,2398.42,7485.29,19613.28,30365.25,1380.98,25403.15,3061.95,51.47,83.85,10.72,97.35,971.54,970.55,68.68,0.011133316904306412
2017-05-24,150.04,148.51,150.23,148.42,17940000.0,6163.0,11621.2,2404.39,7514.9,19742.98,30301.64,1382.51,25428.5,3064.08,51.36,84.86,10.02,97.24,980.35,977.61,68.77,0.09262333065271378
2017-05-25,151.96,150.3,152.59,149.95,19890000.0,6205.3,11639.3,2415.07,7517.71,19813.13,30750.03,1383.39,25630.78,3107.83,48.9,84.07,9.99,97.25,993.38,991.86,69.62,0.4616494178771973
2017-05-26,152.13,152.23,152.25,151.15,15000000.0,6210.2,11631.9,2415.82,7547.63,19686.84,31028.21,1382.24,25639.27,3110.06,49.8,84.65,9.81,97.44,995.78,993.27,69.96,
2017-05-30,152.38,151.97,152.9,151.64,13230000.0,6203.2,11601.3,2412.91,7526.51,19677.85,31159.4,1371.19,,,49.66,83.45,10.38,97.28,996.7,996.17,70.41,
2017-05-31,151.46,152.7,153.35,151.09,18020000.0,6198.5,11598.0,2411.8,7519.95,19650.57,31145.8,1370.21,25660.65,3117.18,48.32,83.39,10.41,96.92,994.62,987.09,69.84,0.4019582159817219
2017-06-01,151.53,151.75,152.29,150.3,14530000.0,6246.8,11699.8,2430.06,7543.77,19860.03,31137.59,1396.06,25809.22,3102.62,48.36,83.05,9.89,97.2,995.95,988.29,70.1,-0.045702153816819184
2017-06-02,153.61,151.85,153.63,151.3,16850000.0,6305.8,11718.7,2439.07,7547.63,20177.28,31273.29,1405.39,25924.05,3105.54,47.66,83.22,9.75,96.72,1006.73,996.12,71.76,-0.3990221321582794
2017-06-05,153.63,153.64,154.71,153.41,12520000.0,6295.7,11693.7,2436.1,7525.76,20170.82,31309.49,1396.45,25862.99,3091.66,47.4,83.12,10.07,96.8,1011.34,1003.88,72.28,0.02391652390360832
2017-06-06,152.81,153.41,154.52,152.48,13460000.0,6275.1,11671.5,2429.33,7524.95,19979.9,31190.56,1394.9,25997.14,3102.13,48.19,87.39,10.45,96.64,1003.0,996.68,72.52,
2017-06-07,153.12,153.27,153.75,152.34,12070000.0,6297.4,11667.7,2433.14,7478.62,19984.62,31271.28,1396.67,25974.16,3140.32,45.72,86.59,10.39,96.75,1010.07,1001.59,72.39,-0.04047834873199463
2017-06-08,154.71,154.08,154.73,153.1,17800000.0,6321.8,11679.0,2433.79,7449.98,19909.26,31213.36,1415.61,26063.06,3150.33,45.64,85.67,10.16,96.92,1010.27,1004.28,71.95,
2017-06-09,149.6,154.77,155.59,146.61,35580000.0,6207.9,11744.7,2431.77,7527.33,20013.26,31262.06,1421.71,26030.29,3158.4,45.83,84.37,10.7,97.27,978.31,970.12,70.32,0.14399659633636475
2017-06-12,148.44,148.17,149.19,144.56,33170000.0,6175.5,11746.5,2429.39,7511.87,19908.58,31095.7,1419.21,25708.04,3139.88,46.08,83.42,11.46,97.14,964.91,961.81,69.78,-0.4651823088526726
2017-06-13,150.68,150.15,151.18,148.9,20480000.0,6220.4,11796.8,2440.35,7500.44,19898.75,31103.49,1425.98,25852.1,3153.74,46.46,84.29,10.42,96.97,980.79,970.5,70.65,-0.4651593379676342
2017-06-14,150.25,151.26,152.4,149.05,20810000.0,6194.9,11779.8,2437.92,7474.4,19883.52,31155.91,1417.57,25875.9,3130.67,44.73,81.17,10.64,96.94,976.47,967.93,70.27,
2017-06-15,149.8,147.67,150.04,146.37,18990000.0,6165.5,11740.5,2432.46,7419.36,19831.82,31075.73,1410.08,25565.34,3132.49,44.46,79.84,10.9,97.43,964.17,960.18,69.9,-0.5161720439791679
2017-06-16,150.64,149.59,150.83,148.6,22880000.0,6151.8,11772.0,2433.15,7463.54,19943.26,31056.4,1406.73,25626.49,3123.17,44.74,79.71,10.38,97.16,987.71,958.62,70.0,
2017-06-19,152.87,151.71,153.57,151.71,19030000.0,6239.0,11833.3,2453.46,7523.81,20067.75,31311.57,1418.08,25924.55,3144.37,44.2,79.67,10.37,97.55,995.17,975.22,70.87,0.2659996996323268
2017-06-20,152.25,152.88,153.84,152.21,14740000.0,6188.0,11739.0,2437.03,7472.71,20230.41,31297.53,1402.97,25843.04,3140.01,43.23,79.05,10.86,97.76,992.59,968.99,69.91,-0.1744931936264038
2017-06-21,153.91,152.36,154.08,151.88,15040000.0,6234.0,11696.3,2435.61,7447.79,20138.79,31283.64,1399.25,25694.58,3156.21,42.53,80.19,10.75,97.56,1002.23,978.59,70.27,-0.47443136200308794
2017-06-22,153.4,153.01,154.55,152.91,13010000.0,6236.7,11712.5,2434.5,7439.29,20110.51,31290.74,1404.54,25674.53,3147.45,42.74,81.75,10.48,97.59,1001.3,976.62,70.26,0.13190084230154753
2017-06-23,155.07,152.72,155.2,152.65,18030000.0,6265.3,11733.2,2438.3,7424.13,20132.67,31138.21,1414.78,25670.05,3157.87,43.01,83.43,10.02,97.26,1003.74,986.09,71.21,-0.08103612065315248
2017-06-26,153.59,156.25,156.5,153.2,18050000.0,6247.1,11758.9,2439.07,7446.8,20153.35,,1416.64,25871.89,3185.44,43.38,82.83,9.9,97.43,993.98,972.09,70.53,0.08454726077616215
2017-06-27,150.58,152.84,153.31,150.39,19360000.0,6146.6,11716.9,2419.38,7434.36,20225.09,30958.25,1403.52,25839.99,3191.2,44.24,81.78,11.06,96.39,976.78,948.09,69.21,-0.10833108238875866
2017-06-28,153.24,150.92,153.47,149.86,16719999.999999998,6234.4,11812.8,2440.69,7387.8,20130.41,30834.32,1425.27,25683.5,3173.2,44.74,82.27,10.03,96.01,990.33,961.01,69.8,
2017-06-29,151.04,152.28,152.5,148.92,23970000.0,6144.4,11740.0,2419.7,7350.32,20220.3,30857.52,1416.2,25965.42,3188.06,44.93,80.29,11.44,95.63,975.93,937.82,68.49,-0.8703645467758179
2017-06-30,150.98,151.9,151.92,150.06,17670000.0,6140.4,11761.7,2423.41,7312.72,20033.43,30921.61,1415.36,25764.58,3192.43,46.04,80.78,11.18,95.63,968.0,929.68,68.93,-0.12487445461253326
2017-07-03,148.43,151.72,152.15,147.8,13860000.0,6110.1,11835.7,2429.01,7377.09,20055.8,31221.62,1426.68,25784.17,3195.91,47.07,79.01,11.22,96.22,953.66,919.46,68.17,-0.3033954203128815
2017-07-05,150.34,149.0,150.85,148.13,14330000.0,6150.9,11809.5,2432.54,7367.6,20081.63,31245.56,1420.15,25521.97,3207.13,45.13,79.87,11.07,96.29,971.4,932.26,69.08,
2017-07-06,148.82,149.03,150.04,148.0,14950000.0,6089.5,11702.4,2409.75,7337.28,19994.06,31369.34,1400.81,25465.22,3212.44,45.52,78.98,12.54,95.8,965.14,927.69,68.57,0.034054573625326164
2017-07-07,151.44,149.25,151.99,149.19,13620000.0,6153.1,11753.0,2425.18,7350.92,19929.09,31360.63,1415.84,25340.85,3217.96,44.23,77.5,11.19,96.01,978.76,940.81,69.46,
2017-07-10,153.5,151.69,153.98,151.51,13380000.0,6176.4,11751.8,2427.43,7370.03,20080.98,31715.64,1408.47,25500.06,3212.63,44.4,79.93,11.11,96.02,996.47,951.0,69.98,-0.03908011317253113
2017-07-11,155.27,153.37,155.42,152.91,13670000.0,6193.3,11744.8,2425.53,7329.76,20195.48,31747.09,1413.05,25877.64,3203.04,45.04,80.43,10.89,95.67,994.13,953.53,69.99,0.02384720742702484
2017-07-12,158.9,156.49,159.16,156.2,22740000.0,6261.2,11825.9,2443.25,7416.93,20098.38,31804.82,1424.32,26043.64,3197.54,45.49,80.53,10.3,95.76,1006.51,967.66,71.15,0.4367909673601389
2017-07-13,159.26,158.74,159.78,158.42,13930000.0,6274.4,11844.6,2447.83,7413.44,20099.81,32037.38,1425.66,26346.17,3218.16,46.08,79.43,9.9,95.73,1000.63,968.85,71.77,0.09002096578478813
2017-07-14,159.97,160.13,160.32,159.33,16370000.000000002,6312.5,11897.3,2459.27,7378.39,20118.86,32020.75,1428.82,26389.23,3222.42,46.54,80.8,9.51,95.15,1001.81,976.91,72.78,0.26191985607147217
2017-07-17,159.73,160.25,160.78,158.81,12860000.0,6314.4,11890.5,2459.14,7404.13,20063.5,32074.78,1431.6,26470.58,3176.46,46.02,82.06,9.82,95.13,1010.04,975.96,73.35,
2017-07-18,162.86,159.66,163.73,159.42,23720000.0,6344.3,11877.4,2460.61,7390.22,19999.91,31710.99,1427.61,26524.94,3187.57,46.4,82.4,9.89,94.6,1024.45,986.95,73.3,0.03179356083273888
2017-07-19,164.14,163.59,165.7,163.17,26270000.0,6385.0,11941.3,2473.83,7430.91,20020.86,31955.35,1441.77,26672.16,3230.98,47.12,82.61,9.79,94.78,1026.87,992.77,73.86,0.4954007267951965
2017-07-20,164.53,164.8,165.0,162.81,18520000.0,6390.0,11944.5,2473.45,7487.87,20144.59,31904.4,1442.35,26740.21,3244.86,46.79,83.09,9.58,94.31,1028.7,992.19,74.22,
2017-07-21,164.43,164.16,165.05,163.75,14740000.0,6387.8,11924.6,2472.54,7452.91,20099.75,32028.89,1435.84,26706.09,3237.98,45.77,83.63,9.36,93.86,1025.67,993.84,73.79,-0.011413861066102982
2017-07-24,166.0,164.64,166.17,164.31,17370000.0,6410.8,11904.7,2469.91,7377.73,19975.67,32245.87,1438.05,26846.83,3250.6,46.34,81.88,9.43,93.98,1038.95,998.31,73.6,
2017-07-25,165.28,165.01,165.54,163.86,15380000.0,6412.2,11965.7,2477.13,7434.82,19955.2,32228.27,1450.39,26852.05,3243.69,47.89,83.55,9.43,94.05,1039.87,969.03,74.19,0.20759202539920807
2017-07-26,165.61,166.01,166.01,164.1,35240000.0,6422.8,11964.9,2477.83,7452.32,20050.16,32382.46,1442.28,26941.02,3247.67,48.75,86.13,9.6,93.67,1052.8,965.31,74.05,0.36973081467052293
2017-07-27,170.44,174.7,175.49,167.5,68910000.0,6382.2,11963.2,2475.42,7443.01,20079.64,32383.3,1433.62,27131.17,3249.78,49.04,84.05,10.11,93.86,1046.0,952.51,73.16,0.3715934157371521
2017-07-28,172.45,169.07,173.43,169.05,24560000.0,6374.7,11954.7,2472.1,7368.37,19959.84,32309.88,1429.26,26979.39,3253.24,49.71,85.56,10.29,93.26,1020.04,958.33,73.04,
2017-07-31,169.25,172.0,172.72,168.55,25480000.0,6348.1,11967.7,2470.3,7372.0,19925.18,32514.94,1425.14,27323.99,3273.03,50.17,85.32,10.26,92.86,987.78,945.5,72.7,-0.9541265964508056
2017-08-01,169.86,169.82,170.47,169.05,14380000.0,6362.9,12000.0,2476.35,7423.66,19985.79,32575.17,1428.33,27540.23,3292.64,49.16,85.5,10.09,93.04,996.19,946.56,72.58,0.007675522938370705
2017-08-02,169.3,170.3,170.55,166.91,17430000.0,6362.6,11979.4,2477.57,7411.43,20080.04,32476.74,1412.9,27607.38,3285.06,49.59,84.4,10.28,92.84,995.89,947.64,72.26,
2017-08-03,168.59,169.3,169.7,168.25,10790000.0,6340.3,11956.5,2472.16,7474.77,20029.26,32237.88,1405.23,27531.01,3272.93,49.03,83.99,10.44,92.84,986.92,940.3,72.15,
2017-08-04,169.62,168.97,170.06,168.69,10780000.0,6351.6,11984.9,2476.83,7511.71,19952.33,32325.41,1412.32,27562.68,3262.08,49.58,82.04,10.03,93.54,987.58,945.79,72.68,
2017-08-07,171.98,169.95,172.06,169.66,12790000.0,6383.8,11987.8,2480.91,7531.94,20055.89,32273.67,1414.17,27690.36,3279.46,49.39,81.93,9.93,93.43,992.27,945.75,72.4,
2017-08-08,171.23,171.88,173.05,170.62,14390000.0,6370.5,11950.0,2474.92,7542.73,19996.01,32014.19,1410.15,27854.91,3281.87,49.17,81.71,10.96,93.65,989.84,944.19,72.79,-0.2833411991596222
2017-08-09,171.18,169.98,171.45,169.56,10810000.0,6352.3,11929.5,2474.02,7498.06,19738.71,31797.84,1396.95,27757.09,3275.57,49.56,82.84,11.11,93.55,982.01,940.08,72.47,0.1450471580028534
2017-08-10,167.4,170.06,170.59,166.85,20830000.0,6216.9,11771.6,2438.21,7389.94,19729.74,31531.33,1372.54,27444.0,3261.75,48.59,84.08,16.04,93.4,956.92,923.59,71.41,
2017-08-11,168.08,167.95,168.82,166.85,13790000.0,6256.6,11763.2,2441.32,7309.96,,31213.59,1374.23,26883.51,3208.54,48.82,84.09,15.51,93.07,967.99,930.09,72.5,0.15210735611617565
2017-08-14,170.75,170.09,171.08,169.29,12950000.0,6340.2,11856.1,2465.84,7353.89,19537.1,31449.03,1394.31,27250.23,3237.36,47.59,83.29,12.33,93.41,983.3,938.93,73.59,0.038296878337860114
2017-08-15,171.0,171.49,171.5,170.01,8730000.0,6333.0,11843.5,2464.61,7383.85,19753.31,,1383.24,27174.96,3251.26,47.55,82.21,12.04,93.85,982.74,938.08,73.22,-0.10281947255134584
2017-08-16,170.0,171.25,171.38,169.24,15780000.0,6345.1,11868.8,2468.11,7433.03,19729.28,31770.89,1383.53,27409.07,3246.45,46.78,84.59,11.74,93.54,978.18,944.27,73.65,-0.43225710093975067
2017-08-17,166.91,169.34,169.86,166.85,17220000.0,6221.9,11712.7,2430.01,7387.87,19702.63,31795.46,1358.94,27344.22,3268.43,47.09,84.31,15.55,93.62,960.57,927.66,72.4,-0.2840875089168549
2017-08-18,167.41,166.84,168.67,166.21,15090000.0,6216.5,11699.8,2425.55,7323.98,19470.41,31524.68,1357.79,27047.57,3268.72,48.51,83.9,14.26,93.43,958.47,926.18,72.49,0.041523996740579605
2017-08-21,167.78,167.16,168.0,165.82,11910000.0,6213.1,11719.3,2428.37,7318.88,19393.13,31258.85,1356.9,27154.68,3286.91,47.37,85.41,13.19,93.09,953.29,920.87,72.15,
2017-08-22,169.64,168.28,169.87,167.15,11390000.0,6297.5,11805.3,2452.51,7381.74,19383.84,31291.85,1371.54,27401.67,3290.23,47.64,84.88,11.35,93.55,966.9,940.4,73.16,-0.9464899897575378
2017-08-23,168.71,168.84,169.36,168.2,9860000.0,6278.4,11785.9,2444.04,7382.65,19434.64,31568.01,1369.74,27506.0,3287.7,48.41,85.64,12.25,93.15,958.0,942.58,72.72,0.36957282572984695
2017-08-24,167.74,168.88,169.29,166.41,14030000.0,6271.3,11773.8,2438.97,7407.06,19353.77,31596.06,1373.88,27518.6,3271.51,47.43,86.13,12.23,93.28,952.45,936.89,72.69,-0.3562967181205749
2017-08-25,166.32,167.86,168.38,166.18,12610000.0,6265.6,11812.0,2443.05,7401.46,19452.61,,1377.45,27848.16,3331.52,47.87,85.82,11.28,92.74,945.26,930.5,72.82,0.03538943827152252
2017-08-28,167.24,166.91,167.7,166.33,8550000.0,6283.0,11800.2,2444.24,,19449.9,31750.82,1382.23,27863.29,3362.65,46.57,89.18,11.32,92.21,946.02,928.13,72.83,0.1493232250213623
2017-08-29,168.05,165.25,168.43,165.0,11120000.0,6301.9,11791.9,2446.3,7337.43,19362.55,31388.39,1383.68,27765.01,3365.23,46.44,89.38,11.7,92.25,954.06,935.75,73.05,0.0044249435886740685
2017-08-30,169.92,168.17,170.18,167.63,11140000.0,6368.3,11805.1,2457.59,7365.26,19506.54,31646.46,1391.32,28094.61,3363.63,45.96,88.16,11.22,92.88,967.59,943.63,74.01,-0.4298199117183685
2017-08-31,171.97,170.4,172.15,170.06,17230000.0,6428.7,11875.7,2471.65,7430.62,19646.24,31730.49,1405.28,27970.3,3360.81,47.23,90.12,10.59,92.67,980.6,955.24,74.77,-0.3064084379002452
2017-09-01,172.02,172.4,172.91,171.31,11680000.0,6435.3,11918.1,2476.55,7438.5,19691.47,31892.23,1413.57,27953.16,3367.12,47.29,90.54,10.13,92.81,978.25,951.99,73.94,
2017-09-05,170.72,171.27,172.39,169.55,13220000.0,6375.6,11827.2,2457.85,7372.92,19385.81,31809.55,1399.66,27741.35,3384.32,48.66,92.41,12.23,92.25,965.27,941.48,73.61,0.22309580445289606
2017-09-06,172.09,170.91,172.48,169.57,13910000.0,6393.3,11872.9,2465.54,7354.13,19357.97,31661.97,1402.2,27613.76,3385.39,49.16,91.35,11.63,92.29,967.8,942.02,73.4,-0.4436515644192696
2017-09-07,173.21,171.94,173.31,170.27,18050000.0,6397.9,11879.6,2465.1,7396.98,19396.52,31662.74,1398.67,27522.92,3365.5,49.09,93.26,11.55,91.66,979.47,949.89,74.34,
2017-09-08,170.95,173.09,173.49,170.8,11000000.0,6360.2,11888.0,2461.43,7377.6,19274.82,31687.52,1399.43,27668.47,3365.24,47.48,91.65,12.12,91.35,965.9,941.41,73.98,-0.1888145199045539
2017-09-11,173.51,172.4,173.89,172.2,12370000.0,6432.3,12010.3,2488.11,7413.59,19545.77,31882.16,1414.83,27955.13,3376.42,48.07,89.61,10.73,91.9,977.96,943.29,74.76,-0.9291488528251648
2017-09-12,172.96,173.76,174.0,171.75,11190000.0,6454.3,12057.1,2496.48,7400.69,19776.62,32158.66,1423.46,27972.24,3379.49,48.23,90.2,10.58,91.88,982.58,946.65,74.68,-0.31680965423583984
2017-09-13,173.05,173.01,173.17,172.06,9120000.0,6460.2,12055.2,2498.37,7379.7,19865.82,32186.41,1426.89,27894.08,3384.15,49.3,88.42,10.5,92.52,999.6,950.44,75.21,-0.5078876465559006
2017-09-14,170.96,172.26,172.28,170.5,15620000.0,6429.1,12062.6,2495.62,7295.39,19807.44,32241.93,1425.02,27777.2,3371.43,49.89,88.88,10.44,92.12,992.21,940.13,74.77,0.3607805371284485
2017-09-15,171.64,170.88,172.34,170.26,15660000.0,6448.5,12080.1,2500.23,7215.47,19909.5,32272.61,1431.71,27807.59,3353.62,49.89,88.38,10.17,91.87,986.79,935.29,75.31,0.07512155547738075
2017-09-18,170.01,171.99,172.07,169.34,12950000.0,6454.6,12111.5,2503.87,7253.28,20126.0,32423.76,1441.08,28159.77,3362.86,49.91,86.84,10.15,92.05,974.19,929.75,75.16,
2017-09-19,172.52,170.62,172.56,170.36,13170000.0,6461.3,12131.7,2506.65,7275.25,20299.38,32402.37,1440.4,28051.41,3356.84,49.48,87.22,10.18,91.79,969.86,936.86,75.44,0.1216181566317876
2017-09-20,172.17,172.5,173.05,170.7,12260000.0,6456.0,12147.5,2508.24,7271.95,20310.46,32400.51,1445.42,28127.8,3366.0,50.41,85.48,9.78,92.51,973.21,947.54,74.94,0.15721595287322998
2017-09-21,171.11,171.69,172.27,170.01,11160000.0,6422.7,12133.6,2500.6,7263.9,20347.48,32370.04,1444.18,28110.33,3357.81,50.55,85.03,9.67,92.19,964.65,947.55,74.21,-0.1755253958205382
2017-09-22,170.54,170.21,171.73,169.22,12100000.0,6426.9,12151.8,2502.22,7310.64,20296.45,31922.44,1450.78,27880.53,3352.53,50.66,86.06,9.59,92.17,955.1,943.26,74.41,0.09556552146871884
2017-09-25,162.87,169.24,169.3,161.56,41250000.0,6370.6,12141.6,2496.66,7301.29,20397.58,31626.63,1451.96,27500.34,3341.55,52.22,87.42,10.21,92.65,939.79,934.28,73.26,0.014825910329818726
2017-09-26,164.21,164.5,165.5,162.78,23360000.0,6380.2,12127.9,2496.84,7285.74,20330.19,31599.76,1456.86,27513.01,3343.58,51.88,85.86,10.17,92.97,938.6,937.43,73.26,0.06266512100895245
2017-09-27,167.68,165.9,168.34,165.57,19240000.0,6453.3,12157.7,2507.04,7313.51,20267.05,31159.81,1484.81,27642.43,3345.27,52.14,84.75,9.87,93.36,950.87,959.9,73.85,-0.027337241917848587
2017-09-28,168.73,167.94,169.07,167.16,12180000.0,6453.5,12179.3,2510.06,7322.82,20363.11,31282.48,1488.79,27421.6,3339.64,51.56,85.69,9.55,93.08,956.4,964.81,73.87,0.1748529076576233
2017-09-29,170.87,168.83,171.66,168.81,15340000.0,6496.0,12209.2,2519.36,7372.76,20356.28,31283.72,1490.86,27554.3,3348.94,51.67,84.65,9.51,93.08,961.35,973.72,74.49,0.65477055311203
2017-10-02,169.47,171.39,171.87,168.75,13390000.0,6516.7,12264.7,2529.12,7438.84,20400.78,,1509.47,,,50.58,85.03,9.45,93.56,959.19,967.47,74.61,-0.5028931101163229
2017-10-03,169.96,169.3,170.73,169.2,8189999.999999999,6531.7,12302.9,2534.58,7468.11,20614.07,31497.38,1511.97,28173.21,,50.42,85.98,9.51,93.57,957.1,972.08,74.26,
2017-10-04,168.42,169.83,170.67,168.29,12130000.0,6534.6,12304.7,2537.74,7467.58,20626.66,31671.71,1507.76,28379.18,,49.98,86.5,9.63,93.46,965.45,966.78,74.69,-0.8829638361930847
2017-10-05,171.24,169.18,171.31,168.6,14580000.0,6585.4,12338.9,2552.07,7507.99,20628.56,31592.03,1512.09,,,50.79,86.06,9.19,93.96,980.85,985.19,75.97,-0.012593787163496016
2017-10-06,172.23,170.25,172.37,169.75,13120000.0,6590.2,12317.7,2549.33,7522.87,20690.71,31814.22,1510.22,28458.04,,49.29,86.9,9.65,93.8,989.58,993.64,76.0,-0.7800975739955902
2017-10-09,172.5,172.7,174.88,172.0,14570000.0,6579.7,12294.0,2544.73,7507.89,,31846.89,1503.56,28326.59,3374.38,49.58,87.66,10.33,93.67,990.99,992.31,76.29,
2017-10-10,171.59,173.0,173.2,170.8,11340000.0,6587.3,12346.6,2550.64,7538.27,20823.51,31924.41,1508.01,28490.83,3382.99,50.92,86.74,10.08,93.29,987.2,987.8,76.29,-0.011860355734825134
2017-10-11,172.74,171.95,172.78,171.4,11280000.0,6603.5,12362.1,2555.24,7533.81,20881.27,31833.99,1506.92,28389.57,3388.28,51.3,87.14,9.85,93.02,995.0,1005.65,76.42,0.4632274657487869
2017-10-12,172.55,172.61,173.85,172.29,10350000.0,6591.5,12338.7,2550.93,7556.24,20954.72,32182.22,1505.16,28459.03,3386.1,50.6,87.12,9.91,93.06,1000.93,1005.65,77.12,
2017-10-13,173.74,173.45,174.65,173.2,13660000.0,6605.8,12352.0,2553.17,7535.44,21155.18,32432.69,1502.66,28476.43,3390.52,51.45,87.29,9.61,93.09,1002.94,1007.87,77.49,0.008227886632084845
2017-10-16,174.52,174.49,175.0,174.06,11500000.0,6624.0,12359.5,2557.64,7526.97,21255.56,32633.64,1502.68,28692.8,3378.47,51.87,86.14,9.91,93.31,1006.34,1009.35,77.65,0.02890171855688095
2017-10-17,176.11,174.71,176.13,174.36,15990000.0,6623.7,12350.0,2559.36,7516.17,21336.12,32609.16,1497.5,28697.49,3372.04,51.88,85.76,10.31,93.51,1009.13,1011.0,77.59,-0.04416957994302114
2017-10-18,176.03,176.65,176.74,175.75,12750000.0,6624.2,12371.0,2561.26,7542.87,21363.05,32584.35,1505.14,28711.76,3381.79,52.04,85.06,10.07,93.36,997.0,1012.74,77.61,0.2490629106760025
2017-10-19,174.56,174.93,176.03,172.63,14050000.0,6605.1,12380.3,2562.1,7523.04,21448.52,32572.93,1502.04,28159.09,3370.17,51.29,85.52,10.05,93.16,986.61,1001.84,77.91,0.3681414378806949
2017-10-20,174.98,175.5,175.88,174.63,12600000.0,6629.0,12430.5,2575.21,7523.23,21457.64,,1509.25,28487.24,3378.65,51.47,85.01,9.97,93.7,982.91,1005.07,78.81,-0.21989049017429352
2017-10-23,171.27,175.2,175.34,171.25,13850000.0,6586.8,12384.4,2564.98,7524.45,21696.65,32506.72,1497.49,28305.88,3380.7,51.9,84.17,11.07,93.94,966.3,985.54,78.83,
2017-10-24,171.8,172.3,173.24,171.5,12270000.0,6598.4,12405.0,2569.13,7526.54,21805.17,32607.34,1500.42,28154.97,3388.25,52.47,83.51,11.16,93.77,975.9,988.49,78.86,
2017-10-25,170.6,171.9,172.25,168.89,15870000.0,6563.9,12336.6,2557.15,7447.21,21707.62,33042.5,1493.48,28302.89,3396.9,52.18,82.61,11.23,93.71,972.91,991.46,78.63,-0.8719722032546997
2017-10-26,170.63,171.38,172.28,170.39,11830000.0,6556.8,12352.4,2560.4,7486.5,21739.78,33147.13,1497.46,28202.38,3407.57,52.64,81.09,11.3,94.61,972.43,991.42,78.76,
2017-10-27,177.88,174.15,178.21,173.9,30290000.0,6701.3,12366.4,2581.07,7505.03,22008.45,33157.22,1508.32,28438.85,3416.81,53.9,81.57,9.8,94.92,1100.95,1033.67,83.81,-0.015933670103549957
2017-10-30,179.87,179.26,180.69,177.61,24350000.0,6699.0,12319.5,2572.83,7487.81,22011.67,33266.16,1490.9,28336.19,3390.34,54.15,82.37,10.5,94.56,1110.85,1033.13,83.89,0.3575939536094665
2017-10-31,180.06,180.57,180.8,178.94,20170000.0,6727.7,12341.0,2575.26,7493.08,22011.61,33213.13,1502.77,28245.54,3393.34,54.38,81.2,10.18,94.55,1105.28,1033.04,83.18,0.13882452249526978
2017-11-01,182.66,182.36,182.9,180.57,40920000.0,6716.5,12362.9,2579.36,7487.96,22420.08,33600.27,1492.78,28594.06,3395.91,54.3,81.28,10.2,94.81,1103.68,1042.6,83.18,-0.3042612969875336
